Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Normalized
2010-04-07 00:00:00-04:00,90.85475810367281,91.28302781257607,90.09763093791389,90.51825714111328,184576300,0.0,0.0,0.0,100.0
2010-04-08 00:00:00-04:00,90.20468312749313,90.98475234806634,89.93701460464396,90.83179473876953,158704000,0.0,0.0,0.0,99.28448989381724
2010-04-09 00:00:00-04:00,91.02298094901253,91.46654923255741,90.85473634276674,91.42831420898438,133006500,0.0,0.0,0.0,100.18515579024245
2010-04-12 00:00:00-04:00,91.54301688148887,91.81069119610567,91.43594948953624,91.5736083984375,110279000,0.0,0.0,0.0,100.75753740605495
2010-04-13 00:00:00-04:00,91.48184732394877,91.80304952663715,91.00768752374039,91.64244842529297,125043600,0.0,0.0,0.0,100.69021065419645
2010-04-14 00:00:00-04:00,91.97896272592774,92.68255615234375,91.83366027128471,92.68255615234375,161609000,0.0,0.0,0.0,101.2373646088762
2010-04-15 00:00:00-04:00,92.5295844522813,92.97315275839435,92.49899293102494,92.75901794433594,144615300,0.0,0.0,0.0,101.8434107179036
2010-04-16 00:00:00-04:00,92.43016047824341,92.75901201731652,90.8164943021795,91.28300476074219,366786700,0.0,0.0,0.0,101.73397894337349
2010-04-19 00:00:00-04:00,91.0153689055656,91.7189565976585,90.60239199897077,91.62718200683594,217947800,0.0,0.0,0.0,100.17677753509564
2010-04-20 00:00:00-04:00,92.20073112786436,92.5219391775415,91.67304344181414,92.4454574584961,157708000,0.0,0.0,0.0,101.48145573471858
2010-04-21 00:00:00-04:00,92.49900001499266,92.71314068018695,91.76482095282181,92.2772216796875,192910100,0.0,0.0,0.0,101.80974771782854
2010-04-22 00:00:00-04:00,91.62717183236451,92.66726040724208,91.09948403925927,92.55254364013672,115360300,0.0,0.0,0.0,100.85016321083626
2010-04-23 00:00:00-04:00,92.49135348068157,93.19494099620792,92.25427063923743,93.15670013427734,177335500,0.0,0.0,0.0,101.80133150004238
2010-04-26 00:00:00-04:00,93.18730936425139,93.39380072233565,92.71315526073741,92.80492401123047,143457300,0.0,0.0,0.0,102.56734078573733
2010-04-27 00:00:00-04:00,92.26956653552432,92.79725423888854,90.4341160781951,90.61001586914062,355853300,0.0,0.0,0.0,101.55721996445921
2010-04-28 00:00:00-04:00,91.04593947031523,91.52774283302678,90.44941351943977,91.29830932617188,300674100,0.0,0.0,0.0,100.21042526625217
2010-04-29 00:00:00-04:00,91.84894848776038,92.62136843248794,91.8260063031697,92.43017578125,193775000,0.0,0.0,0.0,101.0942634209131
2010-04-30 00:00:00-04:00,92.44544791626825,92.54487180687033,90.83943117259965,90.86237335205078,270000900,0.0,0.0,0.0,101.75080518158481
