Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Normalized
2010-05-20 00:00:00-04:00,17.19744131133695,17.19744131133695,16.92433738708496,16.92433738708496,58000,0.0,0.0,0.0,93.01145177322681
2010-05-21 00:00:00-04:00,17.16890674117386,17.16890674117386,16.52894522579729,16.916183471679688,29400,0.0,0.0,0.0,92.85712405967071
2010-05-24 00:00:00-04:00,16.981408235315904,17.079237483854868,16.903961181640625,16.903961181640625,3800,0.0,0.0,0.0,91.84304830738638
2010-05-25 00:00:00-04:00,16.455580150509697,16.83059047453775,16.455580150509697,16.80205726623535,6000,0.0,0.0,0.0,88.99913492134567
2010-05-26 00:00:00-04:00,17.02217002352382,17.079237993926057,16.72460831795656,16.72868537902832,13200,0.0,0.0,0.0,92.06350628305
2010-05-27 00:00:00-04:00,17.05885235728696,17.266738891601562,17.05885235728696,17.266738891601562,13400,0.0,0.0,0.0,92.26190074510816
2010-05-28 00:00:00-04:00,17.270819458861556,17.270819458861556,17.1200008392334,17.1200008392334,3400,0.0,0.0,0.0,93.40831360320115
2010-06-01 00:00:00-04:00,16.908037638889116,17.136304861693517,16.850971221923828,16.850971221923828,113800,0.0,0.0,0.0,91.44622731712522
2010-06-02 00:00:00-04:00,16.883577176481424,17.25043487548828,16.86319653874615,17.25043487548828,6600,0.0,0.0,0.0,91.31393419988783
2010-06-03 00:00:00-04:00,17.319731926654136,17.376798337640768,17.21782717705141,17.36456871032715,11200,0.0,0.0,0.0,93.6728540983154
2010-06-04 00:00:00-04:00,17.054776791966724,17.09553806465919,16.6838436126709,16.6838436126709,6400,0.0,0.0,0.0,92.23985826562712
2010-06-07 00:00:00-04:00,16.769442082459285,16.769442082459285,16.475955963134766,16.475955963134766,5400,0.0,0.0,0.0,90.6966405803844
2010-06-08 00:00:00-04:00,16.48003829519858,16.639009475708008,16.43927701222708,16.639009475708008,3800,0.0,0.0,0.0,89.13141550332347
2010-06-09 00:00:00-04:00,16.850964899853377,16.85911746421024,16.51671753593535,16.561555862426758,11600,0.0,0.0,0.0,91.13755242658269
2010-06-10 00:00:00-04:00,16.785755559173623,17.018098334191045,16.773527483102246,17.014022827148438,12400,0.0,0.0,0.0,90.78487115638694
2010-06-11 00:00:00-04:00,16.88765653836511,17.08738899230957,16.88765653836511,17.08738899230957,11400,0.0,0.0,0.0,91.33599721288151
2010-06-14 00:00:00-04:00,17.242279505034986,17.26266013945545,17.06700325012207,17.06700325012207,18800,0.0,0.0,0.0,93.25395677238586
2010-06-15 00:00:00-04:00,17.16483502054394,17.462396681098248,17.16483502054394,17.45016860961914,8800,0.0,0.0,0.0,92.83510237399388
2010-06-16 00:00:00-04:00,17.35234054349786,17.49908363091787,17.348265037710892,17.4216365814209,9400,0.0,0.0,0.0,93.8492160778706
2010-06-17 00:00:00-04:00,17.462398297699554,17.462398297699554,17.29527456726059,17.43794059753418,27600,0.0,0.0,0.0,94.44445762060244
2010-06-18 00:00:00-04:00,17.46240083074363,17.46240083074363,17.405334410356307,17.41756248474121,14800,0.0,0.0,0.0,94.44447132043734
2010-06-21 00:00:00-04:00,17.58468289875373,17.59691097081559,17.30750186243593,17.348264694213867,15400,0.0,0.0,0.0,95.1058274178676
2010-06-22 00:00:00-04:00,17.36049404501566,17.36049404501566,17.08331298828125,17.08331298828125,9400,0.0,0.0,0.0,93.89331385959733
2010-06-23 00:00:00-04:00,16.98548609146054,17.095543428190894,16.944724805979686,17.026248931884766,18800,0.0,0.0,0.0,91.86510317667005
2010-06-24 00:00:00-04:00,16.966537629003813,16.966537629003813,16.77024949480283,16.77433967590332,6000,0.067,0.0,0.0,91.76262141964212
2010-06-25 00:00:00-04:00,16.90110858708529,16.90110858708529,16.64348177870236,16.79069709777832,89400,0.0,0.0,0.0,91.40875190691632
2010-06-28 00:00:00-04:00,16.757981519578404,16.843856600496697,16.733445113624473,16.75389289855957,21400,0.0,0.0,0.0,90.63465673218332
2010-06-29 00:00:00-04:00,16.52489628718815,16.52489628718815,16.205930709838867,16.205930709838867,33800,0.0,0.0,0.0,89.37402758049515
2010-06-30 00:00:00-04:00,16.27544291859705,16.291800522361793,16.16503143310547,16.16503143310547,4600,0.0,0.0,0.0,88.02487222986258
2010-07-01 00:00:00-04:00,16.10369665245224,16.10369665245224,15.87469482421875,15.87469482421875,28000,0.0,0.0,0.0,87.09599163294325
2010-07-02 00:00:00-04:00,15.95240194391882,16.09143858397122,15.911509456823334,15.98102855682373,25000,0.0,0.0,0.0,86.27772220369833
2010-07-06 00:00:00-04:00,16.14050228234379,16.193662173415458,15.903321623910179,15.940125465393066,24400,0.0,0.0,0.0,87.29505293559089
2010-07-07 00:00:00-04:00,16.238648445392755,16.524900436401367,16.238648445392755,16.524900436401367,4600,0.0,0.0,0.0,87.82587126756788
2010-07-08 00:00:00-04:00,16.59850147735062,16.643484115600586,16.541251414104202,16.643484115600586,22800,0.0,0.0,0.0,89.77211735856828
2010-07-09 00:00:00-04:00,16.71300260138508,16.762075424194336,16.67211014232469,16.762075424194336,5600,0.0,0.0,0.0,90.39139063203432
2010-07-12 00:00:00-04:00,16.74162710275685,16.778430938720703,16.74162710275685,16.778430938720703,2000,0.0,0.0,0.0,90.54620473377618
2010-07-13 00:00:00-04:00,17.105576572687227,17.130111422980676,17.0401461453787,17.085128784179688,2400,0.0,0.0,0.0,92.51460619289352
2010-07-14 00:00:00-04:00,17.076950606194732,17.162827265208705,17.011521736437178,17.06059455871582,9800,0.0,0.0,0.0,92.3597841671237
2010-07-15 00:00:00-04:00,16.917475055182674,17.03606541972418,16.917475055182674,17.0237979888916,27200,0.0,0.0,0.0,91.4972690840114
2010-07-16 00:00:00-04:00,17.031972983575976,17.031972983575976,16.60259428117426,16.61077308654785,11800,0.0,0.0,0.0,92.11652507402124
2010-07-19 00:00:00-04:00,16.713002332229525,16.717092514038086,16.635306037287116,16.717092514038086,5600,0.0,0.0,0.0,90.39138917632073
2010-07-20 00:00:00-04:00,16.627133868337125,16.87249183654785,16.56988377975115,16.87249183654785,75400,0.0,0.0,0.0,89.92697413087417
2010-07-21 00:00:00-04:00,16.95427446049935,16.95427446049935,16.58214741002347,16.5985050201416,17200,0.0,0.0,0.0,91.69629672137505
2010-07-22 00:00:00-04:00,16.966545647000416,17.040151782176558,16.962455463966997,16.98699188232422,4800,0.0,0.0,0.0,91.76266478455267
2010-07-23 00:00:00-04:00,16.93382876682863,17.138294219970703,16.89293630017926,17.138294219970703,10000,0.0,0.0,0.0,91.5857172685136
2010-07-26 00:00:00-04:00,17.1873615769091,17.322309494018555,17.1873615769091,17.322309494018555,2200,0.0,0.0,0.0,92.95693606268301
2010-07-27 00:00:00-04:00,17.379566129738624,17.379566129738624,17.318225860595703,17.318225860595703,8000,0.0,0.0,0.0,93.99646422111392
2010-07-28 00:00:00-04:00,17.199631201419237,17.2650600715552,17.113754541908587,17.158737182617188,21200,0.0,0.0,0.0,93.0232956779153
2010-07-29 00:00:00-04:00,17.293686018808174,17.293686018808174,16.95836284664428,17.10966682434082,25000,0.0,0.0,0.0,93.53198618327808
2010-07-30 00:00:00-04:00,16.872485918532497,17.10557793450808,16.835682080215022,17.06468391418457,30200,0.0,0.0,0.0,91.25394771787896
2010-08-02 00:00:00-04:00,17.350940768359774,17.420458282827948,17.26097545792066,17.412281036376953,7200,0.0,0.0,0.0,93.84164546806926
2010-08-03 00:00:00-04:00,17.248706817626953,17.293689469689223,17.248706817626953,17.248706817626953,4200,0.0,0.0,0.0,93.288718552604
2010-08-04 00:00:00-04:00,17.32640083329715,17.387741088867188,17.277329564809616,17.387741088867188,40200,0.0,0.0,0.0,93.7089225271809
2010-08-05 00:00:00-04:00,17.289599360458887,17.359118430291566,17.289599360458887,17.34684944152832,15000,0.0,0.0,0.0,93.5098837077361
2010-08-06 00:00:00-04:00,17.215987960961353,17.301864624023438,17.097399201399444,17.301864624023438,20000,0.0,0.0,0.0,93.11176034680268
2010-08-09 00:00:00-04:00,17.367289510437878,17.42453956604004,17.338664482636798,17.42453956604004,2000,0.0,0.0,0.0,93.93006677492657
2010-08-10 00:00:00-04:00,17.281417846679688,17.330490674147754,17.20372154310979,17.281417846679688,11600,0.0,0.0,0.0,93.46563442317513
2010-08-11 00:00:00-04:00,17.052417700181618,17.052417700181618,16.79888099594343,16.815237045288086,19000,0.0,0.0,0.0,92.22709924247788
2010-08-12 00:00:00-04:00,16.62304142433896,16.745720380248784,16.53716475124928,16.70482635498047,19600,0.0,0.0,0.0,89.90484036395624
2010-08-13 00:00:00-04:00,16.69255629745886,16.721181330663022,16.631216049194336,16.631216049194336,19800,0.0,0.0,0.0,90.28080787863829
2010-08-16 00:00:00-04:00,16.51671644628542,16.659843176845495,16.51671644628542,16.61486053466797,9600,0.0,0.0,0.0,89.3297873435981
2010-08-17 00:00:00-04:00,16.770253043353936,16.925647199166207,16.73753938736298,16.835681915283203,8800,0.0,0.0,0.0,90.70102661949204
2010-08-18 00:00:00-04:00,16.827516890323324,16.946105734343025,16.721193921266156,16.864320755004883,14800,0.0,0.0,0.0,91.01073510718616
2010-08-19 00:00:00-04:00,16.786599619905257,16.786599619905257,16.541241901395683,16.573955535888672,33200,0.0,0.0,0.0,90.78943621421229
2010-08-20 00:00:00-04:00,16.488095856005298,16.553524745912153,16.434934395472293,16.520811080932617,20400,0.0,0.0,0.0,89.17499439478856
2010-08-23 00:00:00-04:00,16.590328624263186,16.67211512678298,16.451292037963867,16.451292037963867,22600,0.0,0.0,0.0,89.72791491490068
2010-08-24 00:00:00-04:00,16.295890880997803,16.295890880997803,16.1813907623291,16.1813907623291,8200,0.0,0.0,0.0,88.1354639530304
2010-08-25 00:00:00-04:00,16.107787604585038,16.316343233312566,16.0382701016409,16.255002975463867,35600,0.0,0.0,0.0,87.11811733118626
2010-08-26 00:00:00-04:00,16.33678838371701,16.33678838371701,16.132322951029554,16.144590377807617,10600,0.0,0.0,0.0,88.3566559334505
2010-08-27 00:00:00-04:00,16.222287465076715,16.385860443115234,16.11596612131495,16.385860443115234,14400,0.0,0.0,0.0,87.73738377084796
2010-08-30 00:00:00-04:00,16.312248208530225,16.312248208530225,16.13640785217285,16.13640785217285,7400,0.0,0.0,0.0,88.22393169386332
2010-08-31 00:00:00-04:00,16.075075502467893,16.197754470108624,16.03009285034516,16.111879348754883,26200,0.0,0.0,0.0,86.94119565700301
2010-09-01 00:00:00-04:00,16.33679334712523,16.606687737873486,16.33679334712523,16.590330123901367,23200,0.0,0.0,0.0,88.35668277778134
2010-09-02 00:00:00-04:00,16.610778467770217,16.741636276245117,16.586243603648754,16.741636276245117,21200,0.0,0.0,0.0,89.83851681193231
2010-09-03 00:00:00-04:00,16.96244612209136,16.970624923706055,16.89292864828684,16.970624923706055,9000,0.0,0.0,0.0,91.7404927209027
2010-09-07 00:00:00-04:00,16.852043267407915,16.852043267407915,16.7375431060791,16.7375431060791,7000,0.0,0.0,0.0,91.1433847204674
2010-09-08 00:00:00-04:00,16.778431847338513,16.888843361209283,16.778431847338513,16.835681915283203,6400,0.0,0.0,0.0,90.74526124827212
2010-09-09 00:00:00-04:00,17.040154819516637,17.040154819516637,16.921566009521484,16.921566009521484,6800,0.0,0.0,0.0,92.16077610097544
2010-09-10 00:00:00-04:00,16.921566009521484,16.921566009521484,16.921566009521484,16.921566009521484,0,0.0,0.0,0.0,91.5193947941855
2010-09-13 00:00:00-04:00,17.175091341816383,17.215983792460957,17.126020089053497,17.195537567138672,7600,0.0,0.0,0.0,92.89057314514713
2010-09-14 00:00:00-04:00,17.17509668260787,17.29368701027994,17.17509668260787,17.22825813293457,3600,0.0,0.0,0.0,92.8906020305354
2010-09-15 00:00:00-04:00,17.175093790382252,17.285505294799805,17.175093790382252,17.285505294799805,1800,0.0,0.0,0.0,92.89058638808612
2010-09-16 00:00:00-04:00,17.24461127837818,17.285505294799805,17.24461127837818,17.285505294799805,8400,0.0,0.0,0.0,93.26656804518686
2010-09-17 00:00:00-04:00,17.359114692766575,17.391828349213778,17.297774442000428,17.301864624023438,13600,0.0,0.0,0.0,93.885853705911
2010-09-20 00:00:00-04:00,17.469521492122187,17.526771545410156,17.469521492122187,17.526771545410156,1400,0.0,0.0,0.0,94.48298304089708
2010-09-21 00:00:00-04:00,17.522686445364624,17.60038430588208,17.50224021468276,17.514509201049805,10200,0.0,0.0,0.0,94.77052287865627
2010-09-22 00:00:00-04:00,17.489976817025866,17.489976817025866,17.41636912165792,17.42863655090332,29800,0.0,0.0,0.0,94.5936145837726
2010-09-23 00:00:00-04:00,17.292669325204333,17.44464878786378,17.2639167926786,17.296777725219727,7200,0.0945,0.0,0.0,93.52648744969383
2010-09-24 00:00:00-04:00,17.530914452711272,17.666461944580078,17.530914452711272,17.666461944580078,8400,0.0,0.0,0.0,94.81502362121778
2010-09-27 00:00:00-04:00,17.70342827713441,17.72396715118945,17.608955410686413,17.61306381225586,11400,0.0,0.0,0.0,95.7480555164899
2010-09-28 00:00:00-04:00,17.604842877176445,17.70342254638672,17.477509106976285,17.70342254638672,36800,0.0,0.0,0.0,95.21486159492146
2010-09-29 00:00:00-04:00,17.625388683843546,17.69110901733276,17.592529300547113,17.687002182006836,12000,0.0,0.0,0.0,95.32598250362894
2010-09-30 00:00:00-04:00,17.77324842049774,17.830753479536703,17.63359260559082,17.63359260559082,13800,0.0,0.0,0.0,96.12567406913801
2010-10-01 00:00:00-04:00,17.765040101060546,17.765040101060546,17.600738525390625,17.600738525390625,8400,0.0,0.0,0.0,96.08127980759352
2010-10-04 00:00:00-04:00,17.608949458261655,17.662347692341353,17.47340202331543,17.47340202331543,9200,0.0,0.0,0.0,95.23707182152698
2010-10-05 00:00:00-04:00,17.686988201880936,17.863611752319713,17.678772970826216,17.84307289123535,54200,0.0,0.0,0.0,95.65914023898412
2010-10-06 00:00:00-04:00,17.838979138959598,17.838979138959598,17.760936737060547,17.760936737060547,27200,0.0,0.0,0.0,96.481175183493
2010-10-07 00:00:00-04:00,17.736291757935508,17.789690017700195,17.728076520518147,17.789690017700195,11600,0.0,0.0,0.0,95.92579591427899
2010-10-08 00:00:00-04:00,17.752715403305668,17.91290855407715,17.752715403305668,17.91290855407715,600,0.0,0.0,0.0,96.01462233162982
2010-10-11 00:00:00-04:00,17.92112361100849,17.93344567882415,17.867725372314453,17.867725372314453,18400,0.0,0.0,0.0,96.92544921601294
2010-10-12 00:00:00-04:00,17.86771857671378,17.990943908691406,17.830750820430985,17.990943908691406,7600,0.0,0.0,0.0,96.63661091258024
2010-10-13 00:00:00-04:00,18.093630147099308,18.159350422077917,18.089523315429688,18.089523315429688,5600,0.0,0.0,0.0,97.85844169272518
2010-10-14 00:00:00-04:00,18.060782020604734,18.1141786999788,17.933448223159647,18.04024314880371,53600,0.0,0.0,0.0,97.68078433789083
2010-10-15 00:00:00-04:00,18.212758099174433,18.212758099174433,18.048456542903285,18.138822555541992,6800,0.0,0.0,0.0,98.50273892093983
2010-10-18 00:00:00-04:00,18.118286903600684,18.257942769087336,18.118286903600684,18.241512298583984,42600,0.0,0.0,0.0,97.9917964561864
2010-10-19 00:00:00-04:00,18.027915293494967,18.130603351960442,18.027915293494967,18.09774398803711,3800,0.0,0.0,0.0,97.50302638261299
2010-10-20 00:00:00-04:00,18.048457846695044,18.17168480624801,18.0361357774981,18.151145935058594,26400,0.0,0.0,0.0,97.61412969511613
2010-10-21 00:00:00-04:00,18.290800094604492,18.290800094604492,18.290800094604492,18.290800094604492,400,0.0,0.0,0.0,98.92482492564358
2010-10-22 00:00:00-04:00,18.237407684326172,18.237407684326172,18.237407684326172,18.237407684326172,80000,0.0,0.0,0.0,98.63605489853585
2010-10-25 00:00:00-04:00,18.39349145975727,18.418137167155376,18.356523682108122,18.40170669555664,11800,0.0,0.0,0.0,99.48022574280688
2010-10-26 00:00:00-04:00,18.22508520315076,18.319558075696413,18.22097836821234,18.299020767211914,20600,0.0,0.0,0.0,98.56940941082496
2010-10-27 00:00:00-04:00,18.19222375963497,18.253835678100586,18.130610274273334,18.253835678100586,44600,0.0,0.0,0.0,98.39168003158572
2010-10-28 00:00:00-04:00,18.24562092191331,18.311342810371347,18.24562092191331,18.294912338256836,9000,0.0,0.0,0.0,98.68047575963422
2010-10-29 00:00:00-04:00,18.323660329925072,18.35651969909668,18.30312302833086,18.35651969909668,4200,0.0,0.0,0.0,99.10254777042294
2010-11-01 00:00:00-04:00,18.450998276454772,18.450998276454772,18.22097792005201,18.262052536010742,15200,0.0,0.0,0.0,99.79124831942502
2010-11-02 00:00:00-04:00,18.442782730086765,18.483857341865846,18.43867432877126,18.45099639892578,20000,0.0,0.0,0.0,99.74681497140745
2010-11-03 00:00:00-04:00,18.405809145280013,18.54135657489951,18.315443147603347,18.5043888092041,40000,0.0,0.0,0.0,99.54684529348394
2010-11-04 00:00:00-04:00,18.75496220320261,18.833004627085565,18.726209648777484,18.824790954589844,35200,0.0,0.0,0.0,101.43522114082779
2010-11-05 00:00:00-04:00,18.88228678429199,18.906930923461914,18.832995372160287,18.906930923461914,11200,0.0,0.0,0.0,102.1238494035528
2010-11-08 00:00:00-05:00,18.84120853167305,18.86996106880075,18.832993297222885,18.861745834350586,12200,0.0,0.0,0.0,101.90167984685974
2010-11-09 00:00:00-05:00,18.923356122139023,18.923356122139023,18.69333429696277,18.701549530029297,17400,0.0,0.0,0.0,102.3459707451735
2010-11-10 00:00:00-05:00,18.660483601601587,18.820676803588867,18.660483601601587,18.820676803588867,22800,0.0,0.0,0.0,100.92423862096757
2010-11-11 00:00:00-05:00,18.6276110990456,18.685117721557617,18.58653650700369,18.685117721557617,5000,0.0,0.0,0.0,100.74644942949429
2010-11-12 00:00:00-05:00,18.586536902362322,18.652257191164477,18.418128564375845,18.47563362121582,111400,0.0,0.0,0.0,100.52430180911473
2010-11-15 00:00:00-05:00,18.512607684625813,18.590650064494856,18.44688737344772,18.459209442138672,32800,0.0,0.0,0.0,100.12445954504499
2010-11-16 00:00:00-05:00,18.381164423450016,18.381164423450016,18.134713683636857,18.1881103515625,20400,0.0,0.0,0.0,99.41355561890634
2010-11-17 00:00:00-05:00,18.19221808567297,18.26204521820152,18.19221808567297,18.257938385009766,28800,0.0,0.0,0.0,98.39164934426232
2010-11-18 00:00:00-05:00,18.393488875972334,18.520822662631584,18.393488875972334,18.471532821655273,11400,0.0,0.0,0.0,99.4802117685427
2010-11-19 00:00:00-05:00,18.487963178614823,18.524930953979492,18.46742587383354,18.524930953979492,4800,0.0,0.0,0.0,99.99117103771307
2010-11-22 00:00:00-05:00,18.483857962719956,18.53314781188965,18.434568113550267,18.53314781188965,4200,0.0,0.0,0.0,99.96896819466733
2010-11-23 00:00:00-05:00,18.331882288270403,18.356526432464925,18.253838319931095,18.282590866088867,37200,0.0,0.0,0.0,99.14701579728076
2010-11-24 00:00:00-05:00,18.46332419713468,18.55368867679368,18.426356411443518,18.545475006103516,8800,0.0,0.0,0.0,99.85791240951406
2010-11-26 00:00:00-05:00,18.446887685633957,18.492070694126518,18.446887685633957,18.455102920532227,10600,0.0,0.0,0.0,99.76901640637656
2010-11-29 00:00:00-05:00,18.31133875012211,18.401703192922902,18.233294808331234,18.39759635925293,35600,0.0,0.0,0.0,99.03590715773728
2010-11-30 00:00:00-05:00,18.21686545765186,18.327768776294704,18.21686545765186,18.274372100830078,11000,0.0,0.0,0.0,98.52495335203004
2010-12-01 00:00:00-05:00,18.586541279510545,18.65636841729051,18.516714141730585,18.611186981201172,41400,0.0,0.0,0.0,100.52432548268939
2010-12-02 00:00:00-05:00,18.841206061393997,18.882282228259307,18.83709922815524,18.878173828125,8400,0.0,0.0,0.0,101.90166648648614
2010-12-03 00:00:00-05:00,18.783709780299656,18.86586058555876,18.783709780299656,18.853538513183594,17200,0.0,0.0,0.0,101.59070089112043
2010-12-06 00:00:00-05:00,18.874066147742155,18.906925512863996,18.874066147742155,18.90281867980957,8200,0.0,0.0,0.0,102.07938852555603
2010-12-07 00:00:00-05:00,19.071231461604956,19.071231461604956,18.88639259338379,18.88639259338379,8800,0.0,0.0,0.0,103.14574669766468
2010-12-08 00:00:00-05:00,18.906927466799026,19.00550870614337,18.890498565988004,18.99729347229004,12200,0.0,0.0,0.0,102.2571172316658
2010-12-09 00:00:00-05:00,19.05890712191386,19.067120788948767,18.9890784169519,19.042476654052734,48600,0.0,0.0,0.0,103.07909115827
2010-12-10 00:00:00-05:00,19.124627471707402,19.14516477313457,19.054798766580245,19.13694953918457,37200,0.0,0.0,0.0,103.4345361942308
2010-12-13 00:00:00-05:00,19.182136965728468,19.20678110636557,19.120523480343667,19.124631881713867,16000,0.0,0.0,0.0,103.74557325101183
2010-12-14 00:00:00-05:00,19.178034116396514,19.2478628578411,19.149281566065355,19.169818878173828,10600,0.0,0.0,0.0,103.72338320739645
2010-12-15 00:00:00-05:00,19.227325416479253,19.227325416479253,19.124637289730714,19.12874412536621,7800,0.0,0.0,0.0,103.98997259691586
2010-12-16 00:00:00-05:00,19.141052649971375,19.2519559363833,19.141052649971375,19.23552703857422,37000,0.0,0.0,0.0,103.52337090215673
2010-12-17 00:00:00-05:00,19.231423196714356,19.264284133911133,19.231423196714356,19.264284133911133,4400,0.0,0.0,0.0,104.01213522458903
2010-12-20 00:00:00-05:00,19.23553233913445,19.330005186874963,19.23553233913445,19.29303741455078,8200,0.0,0.0,0.0,104.03435930403882
2010-12-21 00:00:00-05:00,19.37518882751465,19.408049769710995,19.37518882751465,19.37518882751465,8600,0.0,0.0,0.0,104.78968403512133
2010-12-22 00:00:00-05:00,19.408998491840805,19.437862396240234,19.40487575105438,19.437862396240234,236000,0.091,0.0,0.0,104.97254181646281
2010-12-23 00:00:00-05:00,19.413128851371795,19.417251593442153,19.367770823771295,19.38838768005371,29600,0.0,0.0,0.0,104.9948806475347
2010-12-27 00:00:00-05:00,19.310034133825834,19.400748574424238,19.29766276736251,19.376008987426758,11400,0.0,0.0,0.0,104.43729832028585
2010-12-28 00:00:00-05:00,19.396628052017522,19.4089978469306,19.347145726435684,19.39250373840332,68000,0.0,0.0,0.0,104.90563694694141
2010-12-29 00:00:00-05:00,19.466725331220044,19.466725331220044,19.38425636291504,19.38425636291504,11400,0.0,0.0,0.0,105.28475437411831
2010-12-30 00:00:00-05:00,19.429615978247348,19.429615978247348,19.355394057941528,19.367765426635742,3800,0.0,0.0,0.0,105.08405040124995
2010-12-31 00:00:00-05:00,19.334783871914894,19.367772102517034,19.3224140719218,19.34303092956543,6400,0.0,0.0,0.0,104.57115596974637
2011-01-03 00:00:00-05:00,19.48735554139158,19.540960643488418,19.48323279798374,19.520343780517578,3400,0.0,0.0,0.0,105.39633177471548
2011-01-04 00:00:00-05:00,19.41313105935671,19.454364776611328,19.41313105935671,19.454364776611328,4800,0.0,0.0,0.0,104.99489258930434
2011-01-05 00:00:00-05:00,19.49971264952238,19.602798461914062,19.4955883361665,19.602798461914062,8600,0.0,0.0,0.0,105.46316454048319
2011-01-06 00:00:00-05:00,19.573941871340512,19.573941871340512,19.53683090209961,19.53683090209961,1800,0.0,0.0,0.0,105.86462936076143
2011-01-07 00:00:00-05:00,19.536830583304205,19.536830583304205,19.433744734091068,19.528583526611328,17000,0.0,0.0,0.0,105.66391492220389
